Feature,Importance
CASES_MM_14_t-0,0.14547218858349603
CASES_MM_21_t-0,0.12330033712009042
CASES_ACC_14_t-0,0.12051906066969116
CASES_ACC_28_t-0,0.09711868222851795
CASES_ACC_21_t-0,0.0969743382052983
CASES_MM_28_t-0,0.0961966602295553
CASES_MM_7_t-0,0.08560541871542116
CASES_ACC_7_t-0,0.06962715002878307
CASES_LAG_6_t-0,0.04550820355084971
CASES_LAG_5_t-0,0.03286027375876042
CASES_LAG_4_t-0,0.025093693944206158
CASES_LAG_2_t-0,0.020294569078754113
CASES_LAG_1_t-0,0.017556617970088464
CASES_LAG_3_t-0,0.015937992647318357
WEEK_OF_YEAR_t-0,0.0018294149446178498
RAIN_MM_28_t-0,0.00102470054515313
RAIN_ACC_28_t-0,0.0008752260350900358
RH_MM_14_t-0,0.000805966677086229
TEMP_RANGE_MM_28_t-0,0.0007125531101892445
RH_MM_28_t-0,0.000644453672001893
RH_MM_21_t-0,0.00048317198198755926
TEMP_RANGE_MM_21_t-0,0.00043066380796364143
RH_MAX_t-0,0.0003367712578357694
TEM_AVG_MM_7_t-0,0.00017310009095227211
RH_MM_7_t-0,0.000136424649557955
RAIN_MM_21_t-0,0.00011381446788519205
RH_AVG_t-0,7.795541794710955e-05
TEM_AVG_MM_14_t-0,5.28147502987198e-05
RAIN_ACC_21_t-0,4.641584142277475e-05
TEM_AVG_MM_21_t-0,2.9616964271490444e-05
RAIN_MM_14_t-0,2.919448720957244e-05
TEM_AVG_MM_28_t-0,2.696660378790104e-05
RAIN_ACC_14_t-0,2.5818936586067225e-05
TEM_MIN_t-0,2.0111013079505382e-05
TEMP_RANGE_MM_14_t-0,1.9429770241204774e-05
TEMP_RANGE_MM_7_t-0,1.6005438903179117e-05
RAIN_ACC_7_t-0,1.1531004927519598e-05
TEM_AVG_t-0,6.6709939795210985e-06
RAIN_MM_7_t-0,6.020806194141726e-06
RAIN_t-0,0.0
TEM_MAX_t-0,0.0
RH_MIN_t-0,0.0
EXTREME_RAIN_t-0,0.0
IDEAL_TEMP_t-0,0.0
SIGNIFICANT_RAIN_t-0,0.0
TEMP_RANGE_t-0,0.0
EXTREME_TEMP_t-0,0.0
