Feature,Importance
CASES_MM_7_t-0,0.20417252898741456
CASES_ACC_7_t-0,0.19899956988291204
CASES_ACC_14_t-0,0.12206920574862722
CASES_MM_14_t-0,0.10325570244014241
CASES_LAG_1_t-0,0.09550687070192503
CASES_MM_21_t-0,0.06820890259272451
CASES_ACC_21_t-0,0.059988205678935404
CASES_LAG_2_t-0,0.04117591675795256
CASES_ACC_28_t-0,0.03577405353771069
CASES_MM_28_t-0,0.030551756350258863
CASES_LAG_3_t-0,0.01393122377277353
CASES_LAG_6_t-0,0.010407267108422375
CASES_LAG_4_t-0,0.00914685061549156
CASES_LAG_5_t-0,0.006811945824709202
