Feature,Importance
CASES_MM_7_t-0,0.535719
CASES_LAG_4_t-0,0.093890205
CASES_LAG_3_t-0,0.077614635
CASES_LAG_5_t-0,0.064079426
CASES_LAG_1_t-0,0.060098834
CASES_LAG_6_t-0,0.05437739
CASES_LAG_2_t-0,0.054152235
CASES_MM_21_t-0,0.034665454
CASES_MM_28_t-0,0.013473709
CASES_MM_14_t-0,0.011929092
CASES_ACC_7_t-0,0.0
CASES_ACC_14_t-0,0.0
CASES_ACC_21_t-0,0.0
CASES_ACC_28_t-0,0.0
