,ID_UNIDADE,DT_NOTIFIC,LAT,LNG,CASES,CASES_MM_14,CASES_MM_21,CASES_ACC_14,CASES_ACC_21,TEM_MIN_ERA5,TEM_AVG_ERA5,TEM_MAX_ERA5,IDEAL_TEMP_ERA5,EXTREME_TEMP_ERA5,TEMP_RANGE_ERA5,TEM_AVG_ERA5_MM_7,TEM_AVG_ERA5_MM_14,TEM_AVG_ERA5_MM_21,TEMP_RANGE_ERA5_MM_7,TEMP_RANGE_ERA5_MM_14,TEMP_RANGE_ERA5_MM_21,TEM_AVG_ERA5_ACC_7,TEM_AVG_ERA5_ACC_14,TEM_AVG_ERA5_ACC_21
5915,2283395,2020-03-12,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5916,2283395,2020-03-13,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5917,2283395,2020-03-14,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5918,2283395,2020-03-15,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5919,2283395,2020-03-16,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5920,2283395,2020-03-17,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5921,2283395,2020-03-18,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5922,2283395,2020-03-19,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5923,2283395,2020-03-20,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5924,2283395,2020-03-21,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5925,2283395,2020-03-22,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5926,2283395,2020-03-23,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5927,2283395,2020-03-24,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5928,2283395,2020-03-25,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5929,2283395,2020-03-26,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5930,2283395,2020-03-27,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5931,2283395,2020-03-28,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5932,2283395,2020-03-29,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5933,2283395,2020-03-30,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5934,2283395,2020-03-31,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5935,2283395,2020-04-01,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5936,2283395,2020-04-02,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5937,2283395,2020-04-03,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5938,2283395,2020-04-04,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5939,2283395,2020-04-05,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5940,2283395,2020-04-06,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5941,2283395,2020-04-07,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5942,2283395,2020-04-08,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5943,2283395,2020-04-09,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5944,2283395,2020-04-10,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5945,2283395,2020-04-11,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5946,2283395,2020-04-12,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5947,2283395,2020-04-13,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5948,2283395,2020-04-14,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5949,2283395,2020-04-15,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5950,2283395,2020-04-16,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5951,2283395,2020-04-17,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5952,2283395,2020-04-18,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5953,2283395,2020-04-19,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5954,2283395,2020-04-20,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5955,2283395,2020-04-21,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5956,2283395,2020-04-22,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5957,2283395,2020-04-23,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5958,2283395,2020-04-24,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5959,2283395,2020-04-25,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5960,2283395,2020-04-26,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5961,2283395,2020-04-27,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5962,2283395,2020-04-28,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5963,2283395,2020-04-29,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5964,2283395,2020-04-30,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5965,2283395,2020-05-01,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5966,2283395,2020-05-02,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5967,2283395,2020-05-03,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5968,2283395,2020-05-04,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5969,2283395,2020-05-05,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5970,2283395,2020-05-06,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5971,2283395,2020-05-07,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5972,2283395,2020-05-08,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5973,2283395,2020-05-09,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5974,2283395,2020-05-10,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5975,2283395,2020-05-11,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5976,2283395,2020-05-12,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5977,2283395,2020-05-13,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5978,2283395,2020-05-14,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5979,2283395,2020-05-15,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5980,2283395,2020-05-16,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5981,2283395,2020-05-17,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5982,2283395,2020-05-18,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5983,2283395,2020-05-19,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5984,2283395,2020-05-20,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5985,2283395,2020-05-21,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5986,2283395,2020-05-22,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5987,2283395,2020-05-23,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5988,2283395,2020-05-24,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5989,2283395,2020-05-25,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5990,2283395,2020-05-26,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5991,2283395,2020-05-27,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5992,2283395,2020-05-28,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5993,2283395,2020-05-29,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5994,2283395,2020-05-30,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5995,2283395,2020-05-31,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5996,2283395,2020-06-01,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5997,2283395,2020-06-02,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5998,2283395,2020-06-03,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
5999,2283395,2020-06-04,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6000,2283395,2020-06-05,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6001,2283395,2020-06-06,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6002,2283395,2020-06-07,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6003,2283395,2020-06-08,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6004,2283395,2020-06-09,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6005,2283395,2020-06-10,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6006,2283395,2020-06-11,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6007,2283395,2020-06-12,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6008,2283395,2020-06-13,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6009,2283395,2020-06-14,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6010,2283395,2020-06-15,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6011,2283395,2020-06-16,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6012,2283395,2020-06-17,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6013,2283395,2020-06-18,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6014,2283395,2020-06-19,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6015,2283395,2020-06-20,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6016,2283395,2020-06-21,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6017,2283395,2020-06-22,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6018,2283395,2020-06-23,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6019,2283395,2020-06-24,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6020,2283395,2020-06-25,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6021,2283395,2020-06-26,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6022,2283395,2020-06-27,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6023,2283395,2020-06-28,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6024,2283395,2020-06-29,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6025,2283395,2020-06-30,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6026,2283395,2020-07-01,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6027,2283395,2020-07-02,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6028,2283395,2020-07-03,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6029,2283395,2020-07-04,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6030,2283395,2020-07-05,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6031,2283395,2020-07-06,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6032,2283395,2020-07-07,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6033,2283395,2020-07-08,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6034,2283395,2020-07-09,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6035,2283395,2020-07-10,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6036,2283395,2020-07-11,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6037,2283395,2020-07-12,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6038,2283395,2020-07-13,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6039,2283395,2020-07-14,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6040,2283395,2020-07-15,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6041,2283395,2020-07-16,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6042,2283395,2020-07-17,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6043,2283395,2020-07-18,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6044,2283395,2020-07-19,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6045,2283395,2020-07-20,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6046,2283395,2020-07-21,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6047,2283395,2020-07-22,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
6048,2283395,2020-07-23,-22.89387,-42.03978,0,0.0,0.0,0.0,0.0,,,,0,0,,,,,,,,,,
