Feature,Importance
CASES_LAG_1_t-0,0.26303905
RAIN_ACC_28_t-0,0.12778465
CASES_MM_7_t-0,0.11598814
RAIN_ACC_21_t-0,0.06935774
CASES_MM_28_t-0,0.061911244
RH_MM_7_t-0,0.03685813
TEM_AVG_MM_28_t-0,0.03217133
CASES_LAG_4_t-0,0.023603309
TEM_AVG_MM_7_t-0,0.023575565
CASES_LAG_6_t-0,0.022261178
CASES_LAG_2_t-0,0.018175812
RH_AVG_t-0,0.017309798
RH_MM_14_t-0,0.014752572
RAIN_ACC_14_t-0,0.014019855
TEMP_RANGE_MM_14_t-0,0.013466874
WEEK_OF_YEAR_t-0,0.013410897
CASES_MM_14_t-0,0.012864794
RAIN_ACC_7_t-0,0.011785969
TEMP_RANGE_MM_21_t-0,0.010963166
TEMP_RANGE_MM_7_t-0,0.009821041
TEM_AVG_MM_21_t-0,0.009118101
TEM_AVG_MM_14_t-0,0.008393821
CASES_MM_21_t-0,0.0076695937
CASES_LAG_3_t-0,0.007663049
TEM_MIN_t-0,0.007179766
RH_MM_21_t-0,0.0070053404
TEMP_RANGE_MM_28_t-0,0.0058693183
TEM_MAX_t-0,0.0057432833
RH_MM_28_t-0,0.0052716574
TEM_AVG_t-0,0.0052009216
TEMP_RANGE_t-0,0.005141404
RH_MAX_t-0,0.004779758
RH_MIN_t-0,0.0041647586
RAIN_t-0,0.0035465937
CASES_LAG_5_t-0,0.00013153811
CASES_ACC_28_t-0,0.0
CASES_ACC_21_t-0,0.0
CASES_ACC_14_t-0,0.0
CASES_ACC_7_t-0,0.0
RAIN_MM_7_t-0,0.0
SIGNIFICANT_RAIN_t-0,0.0
EXTREME_RAIN_t-0,0.0
EXTREME_TEMP_t-0,0.0
IDEAL_TEMP_t-0,0.0
RAIN_MM_14_t-0,0.0
RAIN_MM_21_t-0,0.0
RAIN_MM_28_t-0,0.0
