Feature,Importance
CASES_MM_7_t-0,0.399864
CASES_MM_14_t-0,0.11411368
CASES_MM_28_t-0,0.070354775
CASES_LAG_6_t-0,0.036777373
TEMP_RANGE_t-0,0.020856043
CASES_MM_21_t-0,0.020698702
CASES_LAG_1_t-0,0.018164232
TEMP_RANGE_MM_28_t-0,0.01588263
CASES_LAG_3_t-0,0.015870638
CASES_LAG_4_t-0,0.015760185
CASES_LAG_5_t-0,0.015183409
TEM_AVG_MM_14_t-0,0.014202986
RAIN_ACC_28_t-0,0.013680532
TEM_AVG_MM_21_t-0,0.0125372615
RH_MM_21_t-0,0.0123893535
WEEK_OF_YEAR_t-0,0.012192394
TEMP_RANGE_MM_21_t-0,0.012178597
TEM_AVG_MM_7_t-0,0.012098433
TEMP_RANGE_MM_14_t-0,0.011628772
RH_MM_14_t-0,0.011552337
TEM_AVG_MM_28_t-0,0.011404089
TEMP_RANGE_MM_7_t-0,0.011279009
RH_MM_28_t-0,0.010851583
CASES_LAG_2_t-0,0.010706502
RAIN_ACC_14_t-0,0.009901104
RAIN_ACC_7_t-0,0.009806996
TEM_MIN_t-0,0.009706131
RAIN_ACC_21_t-0,0.009489873
RH_MAX_t-0,0.009025887
RH_MIN_t-0,0.008839915
RH_AVG_t-0,0.0080478275
SIGNIFICANT_RAIN_t-0,0.007939754
RH_MM_7_t-0,0.0079319235
RAIN_t-0,0.0057014003
IDEAL_TEMP_t-0,0.0053492608
TEM_MAX_t-0,0.005288455
TEM_AVG_t-0,0.0027440004
CASES_ACC_14_t-0,0.0
CASES_ACC_7_t-0,0.0
CASES_ACC_28_t-0,0.0
CASES_ACC_21_t-0,0.0
EXTREME_TEMP_t-0,0.0
EXTREME_RAIN_t-0,0.0
RAIN_MM_7_t-0,0.0
RAIN_MM_14_t-0,0.0
RAIN_MM_21_t-0,0.0
RAIN_MM_28_t-0,0.0
