Feature,Importance
CASES_ACC_21_t-0,0.10520141262181616
CASES_MM_28_t-0,0.09408808633343616
CASES_MM_21_t-0,0.08652754314437025
CASES_MM_14_t-0,0.07725609852215791
CASES_ACC_28_t-0,0.07620973624979882
CASES_ACC_14_t-0,0.06421470691411486
CASES_MM_7_t-0,0.05926461627269519
CASES_ACC_7_t-0,0.04840094165748683
CASES_LAG_6_t-0,0.02859403115158783
CASES_LAG_5_t-0,0.01644809000070198
CASES_LAG_1_t-0,0.01567361248231294
RH_MM_28_t-0,0.014766682194626264
WEEK_OF_YEAR_t-0,0.012178328110630859
CASES_LAG_4_t-0,0.011540761874952907
RAIN_ACC_28_t-0,0.011486235681604123
RH_MAX_t-0,0.011361043581301775
RAIN_MM_28_t-0,0.011315984998730521
RH_MM_21_t-0,0.01125545113287623
TEM_AVG_MM_7_t-0,0.010969440315479287
RAIN_ACC_21_t-0,0.010793031697521745
RH_MM_14_t-0,0.010763040149284114
RH_MM_7_t-0,0.010739975105631074
TEM_MIN_t-0,0.010670693888190702
TEM_AVG_MM_21_t-0,0.010539722743945039
TEM_AVG_MM_28_t-0,0.010404692416900313
RAIN_MM_21_t-0,0.010124910377773627
TEMP_RANGE_MM_7_t-0,0.010079769139773194
TEMP_RANGE_MM_28_t-0,0.01007359087663612
TEM_AVG_t-0,0.01001171600303858
TEM_AVG_MM_14_t-0,0.00985828868037289
RAIN_ACC_7_t-0,0.00980921122152175
TEM_MAX_t-0,0.009788688570229636
TEMP_RANGE_MM_14_t-0,0.009753879507036742
RAIN_t-0,0.00973542770995332
RAIN_MM_7_t-0,0.0096671773474225
TEMP_RANGE_MM_21_t-0,0.00965099497883289
RAIN_ACC_14_t-0,0.009572288450959124
TEMP_RANGE_t-0,0.009449909784569466
RH_MIN_t-0,0.009435252194238589
RAIN_MM_14_t-0,0.009159528121811642
RH_AVG_t-0,0.009061202842056089
CASES_LAG_2_t-0,0.00744357952645997
CASES_LAG_3_t-0,0.00504378172762699
SIGNIFICANT_RAIN_t-0,0.0009172277188609807
IDEAL_TEMP_t-0,0.0005353332732124688
EXTREME_RAIN_t-0,0.00016428270545961057
EXTREME_TEMP_t-0,0.0
