Conjunto,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson
Treino,0.3196406696610862,0.5653677295894117,0.10355247039608004,0.8896237068219341,32.8260577552255,11.455782763952218,1.1976109802431307,0.9469455716007564
Validação,136.38495466797355,11.678396922008327,1.855672629257535,0.16495925115826826,78.17827935201963,30.152554113250034,8.26964282989502,0.5687672051315648
Teste,98.05647176411794,9.902346780643361,1.5327336331834083,0.11309131235956016,91.58260356083268,40.377946790559285,7.938673030580463,0.3674225406679504
