Feature,Importance
CASES_MM_7_t-0,0.5748461
WEEK_OF_YEAR_t-0,0.048121806
RAIN_ACC_7_t-0,0.031154644
CASES_LAG_3_t-0,0.026055407
CASES_LAG_2_t-0,0.02161747
CASES_LAG_1_t-0,0.02154333
RH_MM_14_t-0,0.019590916
RAIN_ACC_21_t-0,0.01846362
TEMP_RANGE_MM_28_t-0,0.016098477
CASES_MM_14_t-0,0.015234722
TEM_AVG_MM_14_t-0,0.01483611
RAIN_ACC_14_t-0,0.013501315
RH_MM_28_t-0,0.012808965
CASES_LAG_6_t-0,0.0122853955
TEMP_RANGE_t-0,0.012155827
CASES_LAG_4_t-0,0.01152398
CASES_LAG_5_t-0,0.011153396
RH_MM_21_t-0,0.009916891
TEMP_RANGE_MM_14_t-0,0.009752012
CASES_MM_28_t-0,0.009627881
TEM_AVG_MM_21_t-0,0.008385185
RH_MM_7_t-0,0.007490666
TEMP_RANGE_MM_21_t-0,0.007321709
TEM_AVG_MM_28_t-0,0.007123432
RH_MIN_t-0,0.0067419363
RAIN_t-0,0.006588408
TEMP_RANGE_MM_7_t-0,0.0057447334
RAIN_ACC_28_t-0,0.005463366
RH_AVG_t-0,0.005278792
TEM_AVG_MM_7_t-0,0.0051900893
TEM_MIN_t-0,0.0048252535
CASES_MM_21_t-0,0.0046233735
RH_MAX_t-0,0.004385362
TEM_MAX_t-0,0.0039195083
TEM_AVG_t-0,0.0033197398
SIGNIFICANT_RAIN_t-0,0.0033100692
RAIN_MM_14_t-0,0.0
RAIN_MM_7_t-0,0.0
EXTREME_RAIN_t-0,0.0
EXTREME_TEMP_t-0,0.0
RAIN_MM_21_t-0,0.0
IDEAL_TEMP_t-0,0.0
CASES_ACC_28_t-0,0.0
CASES_ACC_21_t-0,0.0
CASES_ACC_14_t-0,0.0
RAIN_MM_28_t-0,0.0
CASES_ACC_7_t-0,0.0
