Feature,Importance
CASES_MM_7_t-0,0.7651499
CASES_LAG_1_t-0,0.05613418
CASES_LAG_5_t-0,0.017898802
CASES_LAG_6_t-0,0.015375532
CASES_LAG_3_t-0,0.013327205
CASES_LAG_4_t-0,0.012245833
CASES_LAG_2_t-0,0.010528429
WEEK_OF_YEAR_t-0,0.006570449
RH_MM_21_t-0,0.0055355267
TEM_AVG_MM_14_t-0,0.005428361
TEM_AVG_MM_7_t-0,0.005420994
RAIN_ACC_7_t-0,0.005385214
TEM_AVG_MM_28_t-0,0.004556111
RH_MM_28_t-0,0.0042110514
RAIN_ACC_21_t-0,0.004149862
CASES_MM_28_t-0,0.003980164
CASES_MM_14_t-0,0.0039000947
RAIN_ACC_14_t-0,0.0037417405
TEMP_RANGE_t-0,0.0036911913
TEMP_RANGE_MM_21_t-0,0.0036686193
TEMP_RANGE_MM_7_t-0,0.0035193246
RH_MM_7_t-0,0.0034752574
EXTREME_RAIN_t-0,0.003453123
RH_MM_14_t-0,0.0033162136
TEMP_RANGE_MM_28_t-0,0.0032541563
RAIN_ACC_28_t-0,0.003152916
RH_AVG_t-0,0.0029705097
TEM_AVG_MM_21_t-0,0.0028998344
CASES_MM_21_t-0,0.0028732165
RH_MAX_t-0,0.0028695958
TEMP_RANGE_MM_14_t-0,0.0026864756
TEM_MIN_t-0,0.002531893
RAIN_t-0,0.0024379452
TEM_MAX_t-0,0.0023819765
RH_MIN_t-0,0.0022048324
SIGNIFICANT_RAIN_t-0,0.002088569
IDEAL_TEMP_t-0,0.0018194732
TEM_AVG_t-0,0.0011654854
CASES_ACC_7_t-0,0.0
CASES_ACC_28_t-0,0.0
CASES_ACC_21_t-0,0.0
CASES_ACC_14_t-0,0.0
EXTREME_TEMP_t-0,0.0
RAIN_MM_7_t-0,0.0
RAIN_MM_14_t-0,0.0
RAIN_MM_21_t-0,0.0
RAIN_MM_28_t-0,0.0
