local,resolution,features,stage,seed,model,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson,Spearman
RJ,WEEKLY,CASEONLY,METHOD_CORRECTED_V2,75,xgb_poisson,1.6962145409696088,1.302388014751982,0.2400936086777774,0.6802782624285648,69.26230659329399,17.58158819016577,2.713427880731176,0.829832196489044,0.6129818682792463
RJ,WEEKLY,CASEONLY,METHOD_CORRECTED_V2,75,xgb_zip,1.9827646184497645,1.4081067496641595,0.2543984482885846,0.6262660567433016,92.55119849438476,15.56764526563043,4.490584893898246,0.7975652524775677,0.5775056576317771
RJ,WEEKLY,FULL,BASELINE_METHOD_CORRECTED_V2,987,rf,1.6256812455857397,1.27502205690166,0.2347490591695392,0.6935731772003007,69.85226926974765,17.114769520287144,2.738777457177667,0.8341577961989585,0.6167601912342913
RJ,WEEKLY,FULL,BASELINE_METHOD_CORRECTED_V2,987,xgb_poisson,1.7678968617901605,1.3296228268912054,0.234949348007126,0.6667667663221826,70.47059069508796,16.620483972622022,2.9960968921562143,0.8328364397362162,0.6149401971305088
RJ,WEEKLY,FULL,BASELINE_METHOD_CORRECTED_V2,987,xgb_zip,1.7668743345666909,1.329238253499609,0.2490855233336495,0.6669595038401707,92.05161073106758,15.63637967935311,4.385919890073514,0.8187903767099142,0.5793573494023211
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,107,rf,1.647586519507079,1.2835834680717413,0.2347912252406101,0.6894442229489679,70.36822316202793,16.94532057408268,2.7394453041100637,0.8310054760837166,0.6196876883213837
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,107,xgb_poisson,1.9161000600866516,1.3842326611110762,0.2357610448752411,0.6388317481222372,72.55507679852074,16.089760854319007,3.54676578028219,0.821464534672108,0.6047470277727326
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,107,xgb_zip,1.806742354764239,1.344151165146331,0.2409685546524988,0.6594447276233563,87.60884749898614,15.438759192382804,4.413620171900998,0.8194691887999483,0.5783143437682063
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,109,rf,1.653510852492542,1.285889129160264,0.2349177234538229,0.6883275375354699,70.51466261912952,16.968530199206818,2.730592919594842,0.8302882433616424,0.6195665103090309
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,109,xgb_poisson,1.9391227348913695,1.392523872287786,0.2357399618397057,0.6344921734904226,71.99148462827137,16.010526201059143,3.5246338837235487,0.8239229111597943,0.6068312038570591
RJ,WEEKLY,FULL,METHOD_CORRECTED_V2,109,xgb_zip,1.8071956400282512,1.344319768517986,0.242475991693284,0.6593592872803307,86.49578427376568,15.388802738094396,4.091868882957551,0.8194804879292066,0.5919456900656198
