epoch,train_loss,train_mae_all28_activecells,train_mae_all28_allcells,train_mae_h14_allcells,train_mae_h1_allcells,train_mae_h21_allcells,train_mae_h28_allcells,train_mae_h7_allcells,train_rmse_all28_activecells,train_rmse_all28_allcells,val_loss,val_mae_all28_activecells,val_mae_all28_allcells,val_mae_h14_allcells,val_mae_h1_allcells,val_mae_h21_allcells,val_mae_h28_allcells,val_mae_h7_allcells,val_rmse_all28_activecells,val_rmse_all28_allcells
1,0.10852961987257004,0.12965162004743302,0.025836383109484915,0.03324036371140253,0.019741597113671242,0.029712608882359097,0.0381275276084999,0.015986272266932895,0.42257603120024423,0.14324709691628978,0.012916726991534233,0.17964137486049106,0.10324569447363463,0.11266830576446665,0.11777957899745925,0.1001391720462155,0.09529706616422315,0.09959857494800121,0.4055423551112781,0.1614411154042931
