stage,local,resolution,features,model,n_seeds,MSE_mean,RMSE_mean,MAE_mean,R2_mean,MAPE (ign. zeros)_mean,SMAPE_mean,Poisson_Deviance_mean,Pearson_mean,Spearman_mean,MSE_std,RMSE_std,MAE_std,R2_std,MAPE (ign. zeros)_std,SMAPE_std,Poisson_Deviance_std,Pearson_std,Spearman_std
BASELINE_CORRECTED,RJ,WEEKLY,FULL,xgb_poisson,1,2.773044173952797,1.665245980014003,0.2871306931824676,0.5799650716630178,69.54932789511197,19.062633449585263,3.49745949419496,0.7843795751850987,0.6164887872102786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RJ,WEEKLY,FULL,xgb_zip,1,2.593991085204869,1.6105871864648833,0.2955454597405566,0.6070863674603171,93.43633184252516,17.958640308036987,5.677626180318629,0.7817359136612069,0.5606140565012175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,CASEONLY,rf,1,2.582541411561432,1.6070287525621414,0.2338955038876159,0.3476811772917806,85.77292118680771,13.890501191518666,1.982670204873954,0.6001638013670223,0.5065430786150465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,CASEONLY,xgb_poisson,1,3.6899297599819705,1.920918988396432,0.2341208729294219,0.0679682323265602,82.30036295853286,12.980988523717372,5.918977363071849,0.3026005652905564,0.4115947640746317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,CASEONLY,xgb_zip,1,3.4787589678097883,1.8651431494150224,0.3108214701573827,0.1213074283307142,105.9681557841136,16.12751952677626,2.0314998555921133,0.4373328847467418,0.4924470116577433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,FULL,rf,1,0.2710682492581602,0.520642150865794,0.0986646884272997,0.1849672612982393,77.41940920512349,11.355478300180346,1.6032778563376937,0.4371110051185021,0.3698376310911951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,FULL,xgb_poisson,1,0.3393175074183976,0.5825096629399358,0.0820474777448071,-0.020240762677026,100.0,7.685459940094559,3.79115100272993,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,DAILY,FULL,xgb_zip,1,0.335459940652819,0.5791890370620105,0.1182492581602373,-0.0086420482784241,82.873996445425,12.584785096243504,1.830712775942489,0.3044662674221551,0.3344050028272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,CASEONLY,rf,1,96.56223628691984,9.826608585209843,1.1708860759493671,0.219635550066861,88.87329022730876,30.20498264860144,5.242016346301049,0.5969305921378951,0.6248453354369914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,CASEONLY,xgb_poisson,1,119.14926160337552,10.915551365065143,1.2927215189873418,0.0370992681364328,74.57956915110647,31.597402110902458,37.12462407624096,0.3322799683825077,0.4984943851104718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,CASEONLY,xgb_zip,1,109.57489451476792,10.467802754865414,1.3755274261603376,0.1144741922668021,82.26396411788724,40.506911064218286,7.124907688401194,0.481240210521857,0.5527958948875586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,FULL,rf,1,3.627083333333333,1.9044903080176947,0.5854166666666667,0.2469696041291961,69.79908341977308,48.80782445185104,3.123089378511131,0.5189231513476823,0.4588643173183762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,FULL,xgb_poisson,1,5.0625,2.25,0.4958333333333333,-0.0510418506410415,100.0,24.16666666524135,23.776139779272643,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_CORRECTED,RN,WEEKLY,FULL,xgb_zip,1,3.0166666666666666,1.7368553960150703,0.5,0.3737001647208937,86.85343870688698,29.494758786861635,2.976205383868337,0.6126850811158757,0.5724547613253349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPTIMIZED_CORRECTED,RJ,DAILY,CASEONLY,rf,10,0.14056175267407453,0.3749154626905838,0.049205240445810386,0.33683049682576216,81.06821506050824,6.1177813225218305,1.132170075583795,0.5826312172217751,0.3674303296229696,0.00030447684855878344,0.00040621502247025577,7.438556573520014e-05,0.0014365199390689069,0.05418406941532302,0.013102634357564496,0.001249230895017648,0.0012145858887053376,0.00044295365989844735
OPTIMIZED_CORRECTED,RJ,DAILY,CASEONLY,xgb_poisson,10,0.14317910985974686,0.37839007289799376,0.04862063365835364,0.3244818213757868,80.74449072045986,6.038972146875583,1.1350198628688795,0.5732307821523019,0.37142731727206596,0.00019956653321229025,0.00026371701548435936,3.0517519161699117e-05,0.0009415537026453371,0.06906950914900681,0.005698964934086658,0.0015944271171001547,0.0008444031635878609,0.0004733309780075385
OPTIMIZED_CORRECTED,RJ,DAILY,CASEONLY,xgb_zip,10,0.15321533733101206,0.39142615689966004,0.04640710411875536,0.27713096056733183,95.5761527644343,5.116282494447074,1.572414341909127,0.5329066084827987,0.310754249342864,0.0007828635615217765,0.0010005697126096657,0.0004434430322718111,0.003693545571756124,0.49200154330610407,0.02011881083698047,0.03956624678753559,0.003626392676129575,0.010217747398263321
OPTIMIZED_CORRECTED,RJ,DAILY,FULL,rf,10,0.1572918696697198,0.39660011431931486,0.049946948535439274,0.34217145437072277,80.49801641390721,5.999328590038247,1.1034050176908348,0.5866177800986445,0.3757140319737859,0.0003914485854520102,0.0004932788553151641,6.883030856670878e-05,0.0016371224666427535,0.12631179558802128,0.014184427150355155,0.0031842420143512584,0.0014047297763921391,0.0009958677462109863
