local,resolution,features,stage,seed,model,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson,Spearman
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,109,xgb_zip,0.1664532234564807,0.4079867932378213,0.0483758209056797,0.3038566956346556,93.99528708139464,5.110684837993436,1.472786202570854,0.5551030341363028,0.3301263531143212
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,140,rf,0.156942627083778,0.3961598504187142,0.0498900303460564,0.3436320622385314,80.61529009782917,5.994545797847266,1.1061316794156923,0.5878844299624264,0.3749150637723192
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,140,xgb_poisson,0.1538461538461538,0.3922322702763681,0.0490455376448861,0.3565821815979327,80.55713125005116,5.907422855343992,1.1047476414299038,0.5993769735627529,0.3801728289978453
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,140,xgb_zip,0.1662799941844458,0.407774440327549,0.0472219902187328,0.3045811778365802,94.99137150469818,5.041287659443432,1.5508536456866358,0.5555325700059524,0.316862558687066
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,149,rf,0.1580980044606537,0.3976153976654498,0.0499967519511493,0.3388000246953382,80.6418187844215,6.004906988689093,1.1061384534288667,0.5837482962183603,0.3743444449443782
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,149,xgb_poisson,0.1542560266773079,0.3927544101309467,0.0488460146440602,0.3548680049594506,80.72335671328452,5.872516375957664,1.113292477329765,0.600106299879229,0.379087079592053
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,149,xgb_zip,0.1667718415818307,0.4083770825864629,0.0472962313353192,0.3025241658704015,95.23173869192352,5.035400613049804,1.554925729909703,0.5537523897994014,0.315327688625217
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,220,rf,0.1573416730854298,0.3966631733416021,0.0498621899273365,0.3419631657376695,80.56326877547836,5.985888114213981,1.1070570294745006,0.5864586960420333,0.3749949363202534
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,220,xgb_poisson,0.1526459224613404,0.3906992736892922,0.0489156156908599,0.3616018082826957,80.60781644606325,5.904562086444105,1.1070430232009822,0.6034730541542934,0.3791314906858546
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,220,xgb_zip,0.1660526307649,0.407495559196539,0.04708742819492,0.3055320607266062,95.16913608583792,5.023714659137764,1.5445049293867494,0.5564960936275034,0.3180683749617592
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,222,rf,0.1577252521877929,0.3971463863461342,0.0498993104856297,0.3403589551476936,80.5444353776421,5.983098099105422,1.1034577325443862,0.5850690868060588,0.3765589760574549
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,222,xgb_poisson,0.1533419329293379,0.3915889846884586,0.0489960435671619,0.3586909422928203,80.66453084108022,5.901061770203652,1.1050475875191992,0.6010309516173424,0.3801767544481839
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,222,xgb_zip,0.1654865422509288,0.4068003714980221,0.0467780902091434,0.3078995650650382,94.97217274006812,5.011915610086358,1.556957647753732,0.5586670380831934,0.3181882211750335
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,241,rf,0.1571993776119726,0.39648376714813,0.0500075787806515,0.3425582761178217,80.35129665118893,6.007641649105471,1.0991848983958872,0.5869165798792704,0.3767541087701159
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,241,xgb_poisson,0.1543364545536098,0.3928567863148221,0.0489728432182286,0.3545316382228427,80.82220309258832,5.882937831092188,1.1135892745961071,0.5996462415467636,0.3782498193365279
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,241,xgb_zip,0.1654741687314977,0.4067851628703998,0.0472977780252481,0.3079513137937471,94.74856491189352,5.039301309274337,1.5300490681277947,0.5584718765618832,0.3219206695513796
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,248,rf,0.1570679089680175,0.3963179392457746,0.0499101373151318,0.3431081063603538,80.4461629619291,5.990231697546531,1.0995053347724892,0.5874186773080395,0.377285419241775
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,248,xgb_poisson,0.1518339102486768,0.3896587099612644,0.0488398278843447,0.3649978186042171,80.69955533357374,5.887730906535656,1.1071306553958733,0.6063713300372428,0.380137318802471
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,248,xgb_zip,0.1668677363574214,0.4084944753083222,0.047061134466129,0.3021231132229076,94.9990863897907,5.027187787704176,1.5636351214465236,0.5534684764257429,0.3158584657557715
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,254,rf,0.1573896204732252,0.3967236071539293,0.0500586195483046,0.3417626394139225,80.28738232206014,6.024152982877229,1.099835930752808,0.5862098368349008,0.3760851861612184
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,254,xgb_poisson,0.1530557952924945,0.3912234595375059,0.0488769484426379,0.3598876316442135,80.63064285964067,5.886997547860949,1.107310805598408,0.6023278030236945,0.3800703790460755
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,254,xgb_zip,0.1679225788889198,0.4097835756700356,0.0467023024026281,0.2977115341004741,95.83614321456578,5.020083847967122,1.6251211876147948,0.5502213330372379,0.2977942450442176
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,75,rf,0.1569874810917156,0.3962164573711138,0.0498668299971231,0.3434444730969617,80.54660039885053,5.983861014982934,1.104774057011506,0.5877336035498798,0.3759054946867649
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,75,xgb_poisson,0.1528330719427353,0.3909387061199432,0.0488460146440602,0.3608191087609737,81.01452815475896,5.875894738682274,1.115767509622149,0.6024678241684737,0.378125317329453
RJ,DAILY,FULL,OPTIMIZED_CORRECTED,75,xgb_zip,0.1648415725505845,0.4060068626890246,0.0475808222822337,0.3105969675489894,94.72439810189648,5.064144991818184,1.5168272311694622,0.560749046148338,0.3218773428596044
