,ID_UNIDADE,DT_NOTIFIC,CASES,TEM_AVG,TEM_MIN,TEM_MAX,RAIN,RH_AVG,RH_MIN,RH_MAX
0,2408147,2014-12-29,0,23.932986498628566,18.5177636298518,31.02644790258944,0.5096567763766593,73.38739865282619,31.271837354644312,98.9256376832095
1,2408147,2015-01-05,0,22.85043467880945,15.531396484375023,30.91745022843935,0.6175823234462899,70.73044639159785,36.464110988670676,99.92140476470321
2,2408147,2015-01-12,0,24.594921243782778,17.80550078225741,31.47004308808397,0.0351104034830031,64.89971494341208,30.708972587232626,99.03906878262595
3,2408147,2015-01-19,0,22.423367617135966,16.301984692319877,31.34185313243904,1.1440006200314372,74.52436395339866,30.702843750960763,100.00830508716096
4,2408147,2015-01-26,0,21.834891598366937,15.994546069883256,29.06811095307546,0.7095506734683712,83.15399989278637,49.231578520611116,99.93962192821445
5,2408147,2015-02-02,0,20.645601069641543,16.305579724772485,26.89635765643004,1.4703382780404801,84.73561546724586,54.069086468020714,99.91468003063486
6,2408147,2015-02-09,0,22.901289319589637,18.411994313396974,29.792470424162502,0.34733203256133216,76.40032487005786,38.87326071708701,99.52924652654002
7,2408147,2015-02-16,0,21.38901596413774,16.079051435679332,27.719222495727365,0.915762792560537,81.30338163329208,44.26390644646167,99.9960316508639
8,2408147,2015-02-23,0,21.459631685183012,16.259146400507404,28.167967408088998,0.3589941232182234,78.72645073291281,47.56327686330402,98.8322945205576
9,2408147,2015-03-02,0,20.552655740620423,16.096421054087273,27.280057382379198,1.178772379814741,83.79261207472238,45.108802278320844,99.95627705105173
10,2408147,2015-03-09,0,21.251792310812846,17.365893657882793,27.829819458058125,1.4823221305229692,85.27809128786437,43.94479988821317,99.94320628548569
11,2408147,2015-03-16,1,20.020801828317417,17.067123068899946,27.0066883414475,1.1208655700232408,87.14200737180508,54.28373581626978,100.00559498815139
12,2408147,2015-03-23,0,20.339840375850144,15.504625464371259,27.096198558389744,0.5345559194905748,83.54424161872264,42.881938261487285,100.00683719873787
13,2408147,2015-03-30,0,19.87237980452477,14.028024722515738,26.658929052651672,0.3918594458793418,83.80908366022095,49.42269169656789,100.01051764172087
14,2408147,2015-04-06,0,18.39088312809838,14.150488846029873,25.864462000537912,0.3882881081680201,82.47330564605636,53.33674944892206,97.72683479903274
15,2408147,2015-04-13,0,20.060972071389585,15.10502519961318,26.023603196576516,0.22725851041546014,80.72849081557732,51.57486911617358,100.00058645985716
16,2408147,2015-04-20,0,19.462272146309203,12.547265625000023,26.992437391991473,0.45415349310474384,87.67156824947574,59.41490253807671,99.99781590306324
17,2408147,2015-04-27,0,17.488829739141067,13.32721354290851,23.726931003213565,0.16506574774949775,82.5569134805471,48.72301529417569,98.85908953655658
18,2408147,2015-05-04,0,17.0270776838272,11.619711349953207,24.031938829512683,0.7973120223742229,84.70190241040221,50.740336383355775,100.00212071160355
19,2408147,2015-05-11,0,16.167148570890106,11.421337780351394,21.83628870589888,0.3660832437244261,84.34564831927307,50.93350631528135,99.99831190963799
20,2408147,2015-05-18,0,16.627090410746575,12.348209509992842,24.53701283266281,0.28806401374417095,84.71645263733772,53.98654893915173,100.00858350765715
21,2408147,2015-05-25,0,18.163679571708997,10.792364926562527,25.370114120700634,0.09479449679042312,77.25977796101795,43.268475253106104,99.76040302955768
22,2408147,2015-06-01,0,16.613521435103678,10.848035169602042,23.726706436159816,0.1379830258362849,83.40217403478333,49.69967230267394,99.99935312391459
23,2408147,2015-06-08,0,17.526847440235542,9.53663726150495,24.4023909135891,0.006818285047507932,71.899120460626,41.24379700055806,99.056452335742
