Dataset,Variant,Model,Seed,Conjunto,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson
RJ,WEEKLY_CASESONLY,xgb_zip,987,Teste,0.7641742915877303,0.8741706307053162,0.0981256801967028,0.8313980598953785,20.941006985427784,4.020923664797186,0.3212510369597213,0.912412893820741
RJ,DAILY_CASEONLY,xgb_zip,987,Treino,1.882123089931973e-05,0.0043383442578153,1.882123089931973e-05,0.9999656933941916,0.0247262802588258,0.0002327765207739,2.403739211711985e-06,0.9999828598593252
RJ,DAILY_CASEONLY,xgb_zip,987,Validação,0.0144944249563669,0.1203927944536839,0.0038044781651296,0.8577629688275582,9.550873323734006,0.1966423244773063,0.0179830024024005,0.9292881636988704
RJ,DAILY_CASEONLY,xgb_zip,987,Teste,0.0251991415412068,0.1587423747498028,0.0072904693390349,0.8764086195541353,7.526462660269417,0.4079610006786126,0.0318780313719164,0.9386077415792362
RJ,DAILY_CASEONLY,xgb_poisson,987,Treino,0.0024733851728179,0.0497331395833594,0.0018408081928359,0.9954916099488864,5.874247932704187,0.0999515208097843,0.0090411731132089,0.9977570992659286
RJ,DAILY_CASEONLY,xgb_poisson,987,Validação,0.017585169018432,0.1326090834687881,0.0046759911093057,0.8274328066565594,14.951352540846068,0.3234264722052087,0.041503020198747,0.9117615601914986
RJ,DAILY_CASEONLY,xgb_poisson,987,Teste,0.0339295618254536,0.1841997877996975,0.0100543943191983,0.8335895142668303,14.59085175799681,0.7796731426647172,0.1012032961241792,0.915935088609666
RJ,DAILY_CASEONLY,rf,987,Treino,0.112656543292733,0.3356434764638411,0.0167582403709894,0.7946540455746464,65.14214264242847,1.467243621226939,0.1826650405959828,0.8946326897433399
RJ,DAILY_CASEONLY,rf,987,Validação,0.0360980776225998,0.1899949410447549,0.0148203099809173,0.6457614974359134,67.16488496662213,1.801379118956432,0.2356506682070047,0.8072415728744384
RJ,DAILY_CASEONLY,rf,987,Teste,0.0688523912486809,0.2623973918480916,0.033492064767937,0.6623074612479156,62.9416154969216,4.390711426799381,0.569796894933055,0.8157416768138558
RN,DAILY_CASEONLY,xgb_zip,987,Treino,0.0586306078782139,0.2421375804748488,0.0069276368865972,0.7389477233113922,2.6429596399478883,0.3565093124889683,0.0088446405101797,0.8744391984687957
RN,DAILY_CASEONLY,xgb_zip,987,Validação,2.107161691804662,1.4516065898874468,0.1943536195197412,0.5812426769265456,52.07072349692354,6.814052471611433,0.3548699658906312,0.7670765972965214
RN,DAILY_CASEONLY,xgb_zip,987,Teste,2.152128819041592,1.4670135715260415,0.1789192419927574,0.4225421657518805,49.07231939211879,7.448795314232015,0.6703017935711231,0.6503294599163864
RN,WEEKLY_FULL,xgb_zip,987,Treino,0.2731528340080971,0.5226402529542641,0.0148026315789473,0.9322220032427496,0.7783937756883091,0.0740279157534199,0.0043803630391065,0.988154683702053
RN,WEEKLY_FULL,xgb_zip,987,Validação,154.33189764378008,12.4230389858432,1.8606536610083608,0.0852566377019038,68.4584238535301,19.7691121366866,8.881043302577462,0.4756093710467464
RN,WEEKLY_FULL,xgb_zip,987,Teste,101.55722035649704,10.07756023829662,1.350038749677086,0.1113720978855683,65.98334757416943,20.47693358236123,7.848722438805325,0.4305192535915411
RN,WEEKLY_FULL,rf,987,Treino,0.3251518218623482,0.5702208535842478,0.0632591093117408,0.9193193832023469,35.2728735996686,5.45089939642948,0.5790890899485542,0.965002172879302
RN,WEEKLY_FULL,rf,987,Validação,107.1601216113504,10.351817309600785,1.5062072460096276,0.3648493186204912,69.24710138336539,19.82556849404214,3.644932841760134,0.7684861599412219
RN,WEEKLY_FULL,rf,987,Teste,77.3265306122449,8.793550512292796,1.2355980366830277,0.3233911637741017,82.81736411799744,25.87332599304237,3.8003184733722506,0.6280760604340159
