Feature,Importance
CASES_MM_21_t-0,0.5655302
CASES_MM_28_t-0,0.110000774
CASES_MM_14_t-0,0.07509235
CASES_LAG_6_t-0,0.0145418765
RAIN_ACC_21_t-0,0.013376729
RH_MM_7_t-0,0.011343818
CASES_MM_7_t-0,0.010326124
WEEK_OF_YEAR_t-0,0.009466541
TEM_AVG_MM_21_t-0,0.009195548
TEM_AVG_MM_7_t-0,0.009127973
TEMP_RANGE_MM_14_t-0,0.008937274
CASES_LAG_2_t-0,0.008649496
TEM_MIN_t-0,0.008589371
RH_MM_14_t-0,0.008466243
CASES_LAG_5_t-0,0.008081224
RAIN_ACC_28_t-0,0.007823723
RH_MM_28_t-0,0.007672605
TEMP_RANGE_MM_28_t-0,0.0075565283
RH_MAX_t-0,0.007547804
TEM_MAX_t-0,0.0075141937
TEMP_RANGE_t-0,0.00716607
TEM_AVG_MM_14_t-0,0.0071588
TEMP_RANGE_MM_21_t-0,0.0067550833
RH_AVG_t-0,0.0067309868
RH_MM_21_t-0,0.0065423097
TEMP_RANGE_MM_7_t-0,0.0062118755
RAIN_t-0,0.006205513
TEM_AVG_MM_28_t-0,0.0061371606
RH_MIN_t-0,0.0057855276
CASES_LAG_1_t-0,0.005404813
CASES_LAG_3_t-0,0.005288113
RAIN_ACC_14_t-0,0.005159232
CASES_LAG_4_t-0,0.004822107
RAIN_ACC_7_t-0,0.0045110355
TEM_AVG_t-0,0.0044978913
SIGNIFICANT_RAIN_t-0,0.0027831916
CASES_ACC_21_t-0,0.0
CASES_ACC_14_t-0,0.0
CASES_ACC_7_t-0,0.0
CASES_ACC_28_t-0,0.0
EXTREME_RAIN_t-0,0.0
IDEAL_TEMP_t-0,0.0
EXTREME_TEMP_t-0,0.0
RAIN_MM_7_t-0,0.0
RAIN_MM_14_t-0,0.0
RAIN_MM_21_t-0,0.0
RAIN_MM_28_t-0,0.0
