Variable,BW,Coef_Mean,Coef_Std,Coef_P25,Coef_P75,Coef_Min,Coef_Max
Intercept,126.0,-0.3502521525035953,0.1251531063822305,-0.45202393696899323,-0.2609229503762538,-0.603606086679284,-0.04124504464527777
TEM_AVG,126.0,0.10351828608281011,0.12118262203236162,0.0005762057254130499,0.18888717300897717,-0.10574514763567165,0.3698786478292489
RAIN,126.0,-0.1260030321403923,0.13083822138363316,-0.21911233577133343,-0.026664753014672325,-0.44419358761102445,0.10431765723983218
MODEL_STATS,126.0,491.01416365224424,0.1298479747351593,,,,
