ID_UNIDADE,LAT,LNG,Y_MEAN,N_OBS,coef_Intercept,t_Intercept,coef_TEM_AVG,t_TEM_AVG,coef_RAIN,t_RAIN
2708205,-22.88603,-43.32822,0.09523809523809523,21,-0.3847077139749247,-8.199581257483779,0.03639563501134021,0.6873058178624954,0.028799421851759904,0.44685359526732443
2708213,-23.02158,-43.48252,1.2857142857142858,21,-0.4083741739779749,-8.623722014441517,0.09726361673191052,1.719910158882596,-0.11322053779586036,-1.9970473601723095
2778696,-22.9395,-43.25164,2.0476190476190474,21,-0.3792520169702909,-8.091074312356298,0.07461019111154493,1.4200623838163013,-0.06347481115430482,-1.0089659714517805
2798662,-22.73094,-43.46156,0.3333333333333333,21,-0.38429961182484945,-8.21497285781441,0.06765102530977635,1.3034221455857358,-0.03574283291018963,-0.3536989113892225
2798700,-22.75487,-43.48967,0.0,21,-0.3869752944509313,-8.302622257309295,0.07165079678152202,1.3533475671889745,-0.05366474142905725,-0.554504672486672
2812584,-22.88246,-43.45365,0.0,21,-0.4024250422529841,-8.456632203338827,0.09438066840004733,1.6891648501350884,-0.44599897428834334,-5.059360356820449
2976706,-22.90405,-43.55427,0.0,21,-0.39768438237909665,-8.43822818184629,0.09617335810542463,1.7656050032942225,-0.15761246399745632,-2.9206268185080293
3005984,-22.91911,-43.26623,0.0,21,-0.3796437040459448,-8.104794280011053,0.07099782095592902,1.3563525823282994,-0.05729842367071377,-0.9204355872704076
3006050,-22.9001,-43.29603,0.0,21,-0.3815710706382441,-8.14492261575196,0.060547299217546015,1.1613423429325809,-0.02798856728120755,-0.46001065654224915
3013146,-22.90461,-43.57338,0.0,21,-0.3969930714545976,-8.41878020307831,0.09522975623861424,1.752416663029559,-0.15180692466964613,-2.788553427497858
3014673,-22.7859,-43.30807,0.047619047619047616,21,-0.3771658549705878,-8.064055778195726,0.0777302682139803,1.5419807362326199,0.023863651620105675,0.38064313597443206
3019527,-22.76048,-43.45091,0.09523809523809523,21,-0.3864131260407029,-8.227387875023444,0.06882762594828166,1.353364166592202,-0.08950594755962203,-0.9364052884146478
3019624,-22.82569,-43.30325,0.0,21,-0.3786218897739611,-8.095302098481026,0.06432049505474355,1.2494131021185941,-0.015971644943574184,-0.25833463180866917
3024032,-22.81118,-43.41842,0.5238095238095238,21,-0.3910739866601685,-8.236459072295357,0.0643516014393554,1.3846495931212535,-0.3145020700950566,-4.062729208171639
3046281,-22.89757,-43.56129,0.09523809523809523,21,-0.39697680151767867,-8.430486706732527,0.0950558029185933,1.7550724331190035,-0.15560895395917151,-2.856298316160032
3051692,-22.75865,-43.4477,0.0,21,-0.3861393249224057,-8.226732139270196,0.06851968410382199,1.3539721733648191,-0.08395853333911493,-0.8695467217719103
3058212,-22.8448,-43.32487,0.0,21,-0.38164649171004505,-8.146474287256623,0.041996330356508405,0.7951790048604924,-0.05397233626312354,-0.7827910140561695
3130339,-22.80318,-43.37222,0.0,21,-0.3844615323194014,-8.16007930156421,0.05108877559843704,1.0664874240770867,-0.14744940634932163,-2.1305297619326953
3134172,-23.01943,-43.48834,0.23809523809523808,21,-0.4080051897578247,-8.611415440488804,0.09845423908184357,1.7293479673994456,-0.1188605067218743,-2.1716535244910706
3146685,-22.90921,-43.55015,0.0,21,-0.3982192793663922,-8.444096581730022,0.09721412188364004,1.7731927588917584,-0.1587719403264159,-2.9654257596872156
3176355,-22.88213,-43.37158,0.047619047619047616,21,-0.3927307117711169,-8.302228365994395,-0.005838006617655929,-0.1031571834200646,-0.06191591144661646,-0.902308879303356
3339823,-22.93707,-43.34251,0.0,21,-0.39127565508665635,-8.292514660251694,0.04492275362629622,0.8556077630578419,0.04445618364115866,0.691686624329687
3373665,-22.77079,-43.39525,0.047619047619047616,21,-0.38381046241461003,-8.188146340562975,0.06905180574059577,1.5724443062603837,-0.12550115404644413,-1.579713934221439
3416321,-22.86444,-43.42661,0.6666666666666666,21,-0.4019931975202035,-8.238376951397552,0.0723544236717511,1.3746482081264342,-0.4224224765261815,-4.864947165975717
3416356,-22.877,-43.41128,1.1428571428571428,21,-0.4035092866917487,-8.29752057272205,0.05052789719642355,0.9893061943891773,-0.3177751243900758,-4.013574479112926
3416372,-22.85456,-43.46303,0.42857142857142855,21,-0.3978164688470044,-8.420540405474087,0.08899958283916284,1.7170182035812278,-0.48052614776336317,-5.209948117688869
3531228,-22.85627,-43.32646,0.14285714285714285,21,-0.38253126458519887,-8.162519039689737,0.03687582226809988,0.6951503307592243,-0.027188721303183408,-0.3943247044993553
3567508,-22.94966,-43.39092,0.0,21,-0.4048687415548942,-8.530674288815053,0.047320751417583504,0.9709030314377878,-0.015883114953891737,-0.2221546881544027
3567540,-22.91109,-43.59551,0.09523809523809523,21,-0.3966414902219096,-8.394608791952667,0.09514287504723162,1.744158312821853,-0.14660679917254504,-2.677511176547155
3567567,-22.89189,-43.53235,1.0,21,-0.39775261130955825,-8.457227930162011,0.09585563567390595,1.7714514743169663,-0.17068284538313744,-3.167291332538736
3784630,-22.89607,-43.27647,0.0,21,-0.3795637764949154,-8.10932981587418,0.06788926550378153,1.3032899294013882,-0.04919628294644197,-0.8006490129176168
3784959,-22.82895,-43.27662,0.0,21,-0.37689778763440474,-8.065953611446908,0.0737740653523244,1.4419636913068454,-0.0035505625672753597,-0.06030855494797162
3784975,-22.8596,-43.26748,1.7619047619047619,21,-0.3774763714511162,-8.07616348220894,0.07269193157529336,1.4122633710549892,-0.04055931501258829,-0.673300188825791
3785025,-22.91696,-43.25713,0.9047619047619048,21,-0.37885164198847326,-8.090453813640304,0.073256052309541,1.4008770771571946,-0.06186240078361667,-0.9913250556777453
3820599,-22.88405,-43.42913,3.0,21,-0.4051053135670795,-8.353645005019196,0.07452198275381555,1.3862227410616226,-0.36643794957223996,-4.476422203787568
3945995,-22.8081,-43.44038,0.09523809523809523,21,-0.39181914741335977,-8.245017696766181,0.07301636369636641,1.4631792788256606,-0.30747281105584157,-3.929062444769791
4016297,-22.7534,-43.4547,0.0,21,-0.3858876566852301,-8.224416478895899,0.06863836005823613,1.3458356257000297,-0.07204217020964603,-0.7372329443076876
4039785,-22.92728,-43.36703,0.0,21,-0.3968941787865212,-8.364481033353522,0.03264897711887231,0.6329166434430786,0.027273695589046194,0.3961000342287283
