Conjunto,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson
Treino,1.3322440484144629,1.154228767798855,0.10501273531996226,0.9288886329013917,85.3435654533972,6.5288270122602965,2.0897402031839394,0.9684343402668493
Validação,1.1154858393419234,1.0561656306384541,0.12811294671465479,0.4686306848017977,106.41161900967776,7.6524371356586895,2.215651750564575,0.6948647946675374
Teste,2.1257040992413634,1.457979457756989,0.27575456647022434,0.5355281484382813,96.56257483701408,16.952186531065937,4.646283473375937,0.7384873085468996
